ARTIST,CONTRIBUTING ARTIST,TITLE,KEY,BPM,TYPE,YEAR
MARINA,,Savages,C,120.0,Western,2015.0
Calvin Harris,"Khelani, Lil Yachty, Funk Wav",Faking It,C,120.0,Western,2017.0
Kesha,,We R Who We R,D#,120.0,Western,2011.0
Jessie Ware,,Read My Lips,D#,120.0,Western,2020.0
Kygo,Jamie N Commons,Feels Like Forever,C#,120.0,Western,2020.0
Sia,,Burn The Pages,F#,120.0,Western,2014.0
Zara Larsson,,Right Here,F#,120.0,Western,2021.0
Lana Del Rey,,Dark Paradise,E,120.0,Western,2013.0
Nico & Vinz,,Am I Wrong,D#,120.0,Western,2014.0
Katy Perry,,Déjà Vu,G,120.0,Western,2017.0
Justin Bieber,,Mark My Words,C,120.0,Western,2015.0
Flume ,Kai,Never Be Like You,C,120.0,Western,2016.0
Ke$ha,Wrabel,BFF,C,120.0,Western,2020.0
Lady Gaga,Blackpink,Sour Candy,C,120.0,Western,2020.0
Lana Del Rey,,California,C,120.0,Western,2019.0
Nicki Minaj,,Win Again,C,120.0,Western,2014.0
Miley Cyrus,,Adore You,C,120.0,Western,2014.0
Lady Gaga,,Bad Kids,E,120.0,Western,2011.0
Noah Cyrus,XXXTentacion,Again,C,120.0,Western,2017.0
Charli XCX,cupcakKe,Lipgloss,C,120.0,Western,2017.0
Ellie Goulding,,Lights,B,120.0,Western,2012.0
Tove Lo,,Talking Body,G,120.0,Western,2015.0
twenty one pilots,,Kitchen Sink,B,120.0,Western,2011.0
Maroon 5,,Maps,E,120.0,Western,2014.0
Becky G,,Shower,D,120.0,Western,2014.0
Rae Sremmurd,(Solo)/Nicki Minaj & Pusha T,No Flex Zone,E,120.0,Western,2014.0
Demi Lovato,,The Art Of Starting Over,E,120.0,Western,2021.0
Bhad Bhabie,,These Heaux,E,120.0,Western,2017.0
Ariana Grande,,Sweetener,E,120.0,Western,2018.0
Post Malone,,Circles,C,120.0,Western,2017.0
Lizzo,,Juice,F,120.0,Western,2019.0
Usher,,DJ Got Us Falling in Love,A#,120.0,Western,2010.0
Selena Gomez & The Scene,,A Year Without Rain,C,120.0,Western,2011.0
Zara Larsson,,Poster Girl,A#,120.0,Western,2021.0
Ariana Grande,,Pete Davidson,B,120.0,Western,2018.0
Karmin,,Brokenhearted,E,120.0,Western,2012.0
Ed Sheeran,,Sing,B,120.0,Western,2014.0
One Direction,,Night Changes,G#,120.0,Western,2015.0
Birdy,,Words as Weapons,D,120.0,Western,2014.0
Justice,,TThhEe PPaARRtTYY,E,119.982,Western,2007.0
Justice,,DVNO,C#,119.982,Western,2007.0
Taylor Swift,,Dear John,E,119.5,Western,2010.0
Rina Sawayama,,Comme Des Garçons (Like the Boys),C,119.16,Western,2020.0
Ariana Grande,,December,A,119.15,Western,2015.0
Ariana Grande,,Intro (Christmas & Chill),F#,119.0,Western,2015.0
Taylor Swift,,Hoax,G#,119.0,Western,2020.0
MARINA,,Numb,C,119.0,Western,2010.0
Troye Sivan,,Seventeen,E,119.0,Western,2018.0
Lady Gaga,,Bad Romance,C,119.0,Western,2010.0
Hilary Duff,,Belong,G#,119.0,Western,2015.0
AURORA,,A Different Kind Of Human,G#,119.0,Western,2019.0
Major Lazer ,"Camila Cabello, Travis Scott, & Quavo",Know No Better,A#,119.0,Western,2017.0
Kelly Clarkson,,Dark Side,D,119.0,Western,2012.0
Zara Larsson,,Need Someone,E,119.0,Western,2021.0
Taylor Swift,Original/Taylor's Version,Love Story,D,119.0,Western,2008.0
Lady Gaga,,Poker Face,B,119.0,Western,2008.0
Andy Grammer,,Blame It On the Stars,C,119.0,Western,2015.0
Carly Rae Jepsen,,Run Away With Me,F#,119.0,Western,2015.0
DNCE,,Cake By The Ocean,G,119.0,Western,2015.0
Lady Gaga,,Free Woman,C,119.0,Western,2020.0
Lady Gaga,,Just Dance,E,119.0,Western,2009.0
Big Sean,Drake,Blessings,D,119.0,Western,2015.0
Taylor Swift,,Speak Now,G,118.96,Western,2010.0
Taylor Swift,Original/Taylor's Version,Forever And Always (Piano Version),A,118.6,Western,2008.0
Shawn Mendes,,Life Of The Party (Acoustic),A#,118.5,Western,2015.0
One Direction,,Best Song Ever,C#,118.5,Western,2013.0
Dizzy,,Ghost Limbs,C,118.5,Western,2018.0
Halsey,,Bad At Love,C,118.3,Western,2017.0
Taylor Swift,,I Wish You Would,C,118.0,Western,2014.0
ZAYN,,BRIGHT,G#,118.0,Western,2016.0
Little Mix,,Word Up!,C,118.0,Western,2014.0
Jonas Brothers,,Hesitate,D,118.0,Western,2019.0
Robin Thicke,Nicki Minaj,Back Together,C#,118.0,Western,2015.0
Capital Cities,,Safe and Sound,C,118.0,Western,2013.0
AURORA,,Gentle Earthquakes,C#,118.0,Western,2018.0
Pentatonix,,Cheerleader,F#,118.0,Western,2015.0
Lady Gaga,,Fun Tonight,B,118.0,Western,2020.0
NCT 127  ,,Make Your Day,D,118.0,Western,2020.0
Dua Lipa ,,Electricity,C,118.0,Western,2018.0
Billie Eilish,,wish you were gay,G,118.0,Western,2019.0
"ZAYN, Taylor Swift",,I Don't Wanna Live Forever,C,118.0,Western,2016.0
Lady Gaga,,Stupid Love ,A#,118.0,Western,2020.0
The Chainsmokers,Kygo,Family,B,118.0,Western,2019.0
Post Malone,,I'm Gonna Be,F,118.0,Western,2017.0
Dua Lipa ,,Electricity,F,118.0,Western,2018.0
Lana Del Rey,,Blue Jeans,G#,118.0,Western,2012.0
Fifth Harmony,,I Lied,B,118.0,Western,2016.0
Halsey,,Heaven In Hiding,E,118.0,Western,2017.0
Evanescence,,Lithium,C#,118.0,Western,2006.0
Grimes,,Artangels,F,118.0,Western,2015.0
The 1975,,Heart Out,A,118.0,Western,2013.0
5 Seconds of Summer,,She's Kinda Hot,E,118.0,Western,2015.0
Cashmere Cat,Selena Gomez & Tory Lanez,Trust Nobody,A#,118.0,Western,2016.0
Ariana Grande,,Not Just On Christmas,A,118.0,Western,2015.0
OMI,(Solo)/Kid Ink,Cheerleader (Felix Jaehn Remix),E,118.0,Western,2015.0
Taylor Swift,,I Wish You Would,C,118.0,Western,2014.0
Mike Posner,,Silence,B,118.0,Western,2016.0
Gwen Stefani,,Make Me Like You,D#,118.0,Western,2016.0
The Weeknd ,,Save Your Tears,C,118.0,Western,2020.0
Rita Ora,,Your Song,C#,118.0,Western,2017.0
Zara Larsson,,Look What You've Done,C,118.0,Western,2021.0
Taylor Swift,,The Lucky One,E,118.0,Western,2012.0
Lorde,,A World Alone,E,118.0,Western,2013.0
Britney Spears,,Break The Ice,G#,117.81,Western,2009.0
Michael Jackson,Justin Timberlake,Love Never Felt So Good (Duet Version),F,117.5,Western,2014.0
Gloria Gaynor,,I Will Survive,C,117.1,Western,1978.0
Justice,,Genesis,F,117.0,Western,2007.0
Dua Lipa ,,Lost In Your Light,D,117.0,Western,2018.0
Selena Gomez & The Scene,,Love You Like A Love Song,E,117.0,Western,2011.0
Florence + The Machine,,St. Jude,G#,117.0,Western,2015.0
Lauv,,Sad Forever,F,117.0,Western,2020.0
X Ambassadors,,Unsteady,D,117.0,Western,2015.0
Lizzo,,Heaven Help Me,G,117.0,Western,2019.0
The Weeknd,,Love To Lay,F,117.0,Western,2016.0
Taylor Swift,,Welcome To New York,G,117.0,Western,2014.0
Kiiara,,Say Anymore,C#,117.0,Western,2017.0
BTS,,Outro:EGO,C,117.0,Western,2020.0
Rina Sawayama,,XS,F,117.0,Western,2020.0
Oh Wonder,,Livewire,A#,117.0,Western,2015.0
The 1975,,Paris,G#,117.0,Western,2016.0
Troye Sivan,Ariana Grande,Dance To This,B,117.0,Western,2018.0
Carly Rae Jepsen,,Love Again,F,117.0,Western,2015.0
Beyoncé,,Pray You Catch Me ,B,117.0,Western,2016.0
Ariana Grande,Doja Cat,Motive,C#,117.0,Western,2020.0
Cher Lloyd,,Sirens,G#,117.0,Western,2014.0
Justice,,Phantom,F,116.996,Western,2007.0
Justice,,Phantom Pt II,F,116.984,Western,2007.0
Melanie Martinez,,Fire Drill,D,116.89,Western,2019.0
BTS,,Mikrokosmos,D#,116.5,Western,2020.0
Kim Petras,,Knives,C,116.01,Western,2019.0
Ellie Goulding,,Dead In The Water,E,116.0,Western,2012.0
Lady Gaga,,Babylon,E,116.0,Western,2020.0
Dua Lipa,,Love Again,A,116.0,Western,2020.0
Lady Gaga,,Babylon,G,116.0,Western,2020.0
Taylor Swift,Original/Taylor's Version,Hey Stephen,F#,116.0,Western,2008.0
Dua Lipa ,,New Rules,C,116.0,Western,2018.0
Lady Gaga,,Chromatica II,A,116.0,Western,2020.0
Dua Lipa ,,New Rules (Live),C,116.0,Western,2018.0
Lady Gaga,,911,A#,116.0,Western,2020.0
MARINA,,Buy The Stars,C,116.0,Western,2012.0
Ava Max,,My Head & My Heart,C,116.0,Western,2020.0
Bruno Mars,,Treasure,D#,116.0,Western,2012.0
Selena Gomez,,Look At Her Now,C#,116.0,Western,2020.0
AURORA,,I Went Too Far,A#,116.0,Western,2016.0
Lorde,,Biting Down,B,116.0,Western,2013.0
Kelly Clarkson,,Stronger,C,116.0,Western,2012.0
Kim Petras,,Everybody Dies,C,116.0,Western,2019.0
Chloe X Halle,,Overwhelmed,G,116.0,Western,2020.0
Lady Gaga,,Enigma ,C,116.0,Western,2020.0
Kygo,Joe Janiak,Follow Me,C,116.0,Western,2020.0
Katy Perry,,Small Talk,F,116.0,Western,2019.0
MARINA,,Shampain,F,116.0,Western,2010.0
Ellie Goulding,,Intro (Delirium),A#,115.65,Western,2015.0
Ed Sheeran,,What Do I Know,E,115.0,Western,2017.0
BTS,,Fly To My Room,B,115.0,Western,2020.0
Ke$ha,Big Freedia,Raising Hell,E,115.0,Western,2020.0
Ava Max,,Call Me Tonight ,F#,115.0,Western,2020.0
Dua Lipa,,Future Nostalgia,F,115.0,Western,2020.0
Charlie Puth ,,The Way I Am,C#,115.0,Western,2018.0
Grimes,,REALiTi,E,115.0,Western,2015.0
Karmin,,I Want It All,G#,115.0,Western,2014.0
Dua Lipa,,If It Ain't Me,F,115.0,Western,2021.0
Paramore,,Rose-Colored Boy,F,115.0,Western,2017.0
Chris Brown,Justin Bieber,Next To You,D#,115.0,Western,2011.0
Martin Jansen,,Solo Dance,A,115.0,Western,2017.0
Ellie Goulding,,Ode To Myself,C,115.0,Western,2020.0
Taylor Swift,,Sparks Fly,F,115.0,Western,2010.0
Girls' Generation,,The Boys (English Version),A,115.0,Western,2011.0
Kim Petras,,Wrong Turn,A#,115.0,Western,2019.0
Imagine Dragons,,Stuck,F,115.0,Western,2018.0
Bridgit Mendler,,Do You Miss Me At All,G#,115.0,Western,2016.0
Paramore,,Pool,C,115.0,Western,2017.0
Lady Gaga,,Heavy Metal Lover,G#,115.0,Western,2011.0
Carly Rae Jepsen,,Cut To The Feeling,A,115.0,Western,2017.0
Blackpink,,Crazy Over You,G,115.0,Western,2020.0
Lady Gaga,,Paparazzi,D#,115.0,Western,2009.0
Imagine Dragons,,Amsterdam,E,115.0,Western,2012.0
Jessie Ware,,Ooh La La,F,115.0,Western,2020.0
Jessie Ware,,What's Your Pleasure?,G,115.0,Western,2020.0
twenty one pilots,,Not Today,A,115.0,Western,2015.0
Arctic Monkeys,,No. 1 Party Anthem,G,115.0,Western,2013.0
Dua Lipa,Angéle,Fever,A,115.0,Western,2020.0
Rihanna,,Woo,G,115.0,Western,2016.0
Ellie Goulding,,New Heights,C,115.0,Western,2020.0
twenty one pilots,,Fairly Local,A,115.0,Western,2015.0
Ava Max,,Tattoo,F#,115.0,Western,2020.0
Charlie Puth ,,Slow It Down,D#,115.0,Western,2018.0
Ellie Goulding,,We Can't Move To This,F#,115.0,Western,2015.0
twenty one pilots,,House of Gold,C,115.0,Western,2013.0
P!nk,,Where We Go,D#,115.0,Western,2017.0
twenty one pilots,,Fake You Out,F#,115.0,Western,2013.0
Britney Spears,,Circus,A,115.0,Western,2008.0
Ariana Grande,,Raindrops (An Angel Cried),F#,115.0,Western,2018.0
Little Mix,,Wings,G,115.0,Western,2012.0
Mariah Carey,,Emotions,C,115.0,Western,1991.0
Mark Ronson,Bruno Mars,Uptown Funk,F,115.0,Western,2015.0
Selena Gomez,,Rare,C,115.0,Western,2020.0
Jessie Ware,,Spotlight,D,115.0,Western,2020.0
Justice,,Newjack,C,115.0,Western,2007.0
Major Lazer,Ariana Grande,All My Love,F,115.0,Western,2014.0
Taylor Swift,,A Place In The World,A,115.0,Western,2006.0
Olly Murs,Demi Lovato,Up,A,115.0,Western,2015.0
Major Lazer,BEAM & Shenseea,Tiny,G#,115.0,Western,2020.0
AURORA,,Runaway,B,115.0,Western,2015.0
Melanie Martinez,,"Tag, You're it",G#,115.0,Western,2015.0
Miley Cyrus,Joan Jett,Bad Karma ,E,114.0,Western,2020.0
MARINA,,Rootless,C#,114.0,Western,2010.0
Ariana Grande,,Successful,G#,114.0,Western,2018.0
Ariana Grande,,Successful,F,114.0,Western,2018.0
Panic! At The Disco,,Crazy=Genius,F,114.0,Western,2016.0
Lorde,,White Teeth Teens,A,114.0,Western,2013.0
MARINA,,Girls,C,114.0,Western,2010.0
Shawn Mendes,Camila Cabello,I Know What You Did Last Summer,C,114.0,Western,2015.0
Gigi Rowe,,Run The Night,C,114.0,Western,2016.0
Lady Gaga,,Sexxx Dreams,D#,114.0,Western,2013.0
Ariana Grande,,Successful,C,114.0,Western,2018.0
Halsey,,Drive,C,114.0,Western,2015.0
Kim Petras,,Purgatory,D#,114.0,Western,2019.0
MARINA,,Hypocrates,D#,114.0,Western,2012.0
P!nk,,Blow Me,G,114.0,Western,2012.0
Shawn Mendes,,Life Of The Party ,A#,114.0,Western,2015.0
P!nk,,What About Us?,G#,114.0,Western,2017.0
Carly Rae Jepsen,,Emotion,G,114.0,Western,2015.0
Demi Lovato,,Cool For The Summer,D#,114.0,Western,2015.0
SOPHIE,,Faceshopping,D#,114.0,Western,2018.0
Zara Larsson,,FFF,F#,114.0,Western,2021.0
BTS,,Dynamite,E,114.0,Western,2020.0
The Weeknd,,A Lonely Night,A#,114.0,Western,2016.0
Kygo,Conrad Sewell,Firestone,D,114.0,Western,2015.0
Melanie Martinez,,Training Wheels,A,114.0,Western,2015.0
Selena Gomez,,Fun,A,114.0,Western,2020.0
Julia Michaels,,Issues,G#,114.0,Western,0.0
Nicki Minaj,Meek Mill,Big Daddy,F#,114.0,Western,2014.0
Kygo,Kim Petras,Broken Glass,G,114.0,Western,2020.0
Rina Sawayama,,Who's Gonna Save U Now?,A#,114.0,Western,2020.0
Jason Derulo,,Want to Want Me,D#,114.0,Western,2015.0
Nicki Minaj,,Lookin' Ass ,D,113.88,Western,2014.0
Hollywood Undead,,Le Deux,F,113.5,Western,2011.0
Dua Lipa,,That Kind Of Woman,D,113.5,Western,2021.0
Rick Astley,,Never Gonna Give You Up,C#,113.36,Western,1987.0
Britney Spears,,Gimme More,A,113.33,Western,2007.0
Dizzy,,Stars And Moon,D,113.2,Western,2018.0
Adele,,I Miss You,A#,113.0,Western,2015.0
Justin Bieber,,Been You,A#,113.0,Western,2015.0
Megan Thee Stallion,Gunna,Stop Playing,E,113.0,Western,2020.0
Cheat Codes,Demi Lovato,No Promises,A#,113.0,Western,2017.0
Carly Rae Jepsen,,Making The Most Of The Night,D#,113.0,Western,2015.0
Kygo,Zal Abel,Freedom,G,113.0,Western,2020.0
Justice,,D.A.N.C.E.,A,113.0,Western,2007.0
The Weeknd,,The Hills,D#,113.0,Western,2015.0
Selena Gomez,,Souvenir,D#,113.0,Western,2020.0
Skyhill,,Firefly,D#,113.0,Western,2015.0
Justin Timberlake,,Can't Stop The Feeling,C,113.0,Western,2016.0
Kelis,,Milkshake,E,113.0,Western,2003.0
Florence + The Machine,,What Kind of Man,G,113.0,Western,2015.0
Lorde,,Sober II (Melodrama),B,113.0,Western,2017.0
Liam Payne,Rita Ora,For You,F,113.0,Western,2019.0
Cher Lloyd,,Oath,F,113.0,Western,2012.0
Dua Lipa ,,Genesis,G,113.0,Western,2018.0
Dua Lipa,,Break My Heart,G,113.0,Western,2020.0
Jessie Ware,,Mirage (Don't Stop),C,113.0,Western,2020.0
Justice,,D.A.N.C.E. (Rehearsal Version),A,113.0,Western,2007.0
The Weeknd,Kazue Lika Tatsushima,Rockin',C,113.0,Western,2016.0
Taylor Swift,,The Outside,F,113.0,Western,2006.0
Katy Perry,,This Moment,G,113.0,Western,2013.0
Cupcakke,,33rd,G#,113.0,Western,2017.0
Rita ora,Liam Payne,For You ,F,113.0,Western,2018.0
Justin Bieber,Selena Gomez,Strong,G,113.0,Western,2015.0
ZAYN,,LIKE I WOULD,C#,113.0,Western,2016.0
Kim Petras,,Boo! Bitch,C,113.0,Western,2019.0
Kim Petras,,In The Next Life,C,113.0,Western,2019.0
Zara Larsson,,Don't Let Me Be Yours,E,112.3,Western,2017.0
Nicki Minaj,Eminem,Roman's Revenge,C#,112.25,Western,2010.0
Charlie Puth ,Kehlani,Done For me,D,112.0,Western,2018.0
Shawn Mendes,,Something Big,A#,112.0,Western,2015.0
Katy Perry,,Into Me You See,C,112.0,Western,2017.0
Selena Gomez,,Dance Again,E,112.0,Western,2020.0
Kiiara,,0.01,C,112.0,Western,2018.0
Little Mix,,Black Magic,E,112.0,Western,2015.0
Niall Horan,,This Town,A,112.0,Western,2016.0
Tori Kelly,Daye Jack,Expensive,A,112.0,Western,2015.0
Oh Wonder,,Dazzle,G#,112.0,Western,2015.0
Britney Spears,,Alien,C,112.0,Western,2013.0
Paramore,,Forgiveness,D,112.0,Western,2017.0
Carly Rae Jepsen,,Boy Problems,F,112.0,Western,2015.0
The Weeknd,,In The Night,C,112.0,Western,2015.0
Shakira,El Cata,Loca,C,112.0,Western,2010.0
Lana Del Rey,,Without You,F#,112.0,Western,2011.0
G-Eazy,Bebe Rexha,"Me, Myself & I",D#,112.0,Western,2016.0
Carly Rae Jepsen,,Black Heart,G,112.0,Western,2015.0
Lady Gaga,,Angel Down (Work Tape),C,112.0,Western,2016.0
Rihanna,Mikky Ekko,Stay,C,112.0,Western,2013.0
Britney Spears,,Lace And Leather,D,112.0,Western,2008.0
Rihanna,,Sex With Me,E,112.0,Western,2016.0
AURORA,,Awakening,A,112.0,Western,2013.0
Taylor Swift,,Gold Rush,A,112.0,Western,2020.0
Andy Grammer,,Sinner,D,112.0,Western,2015.0
Grimes,,Butterfly,D#,112.0,Western,2015.0
MARINA,,I Love You But I Love Me More,C#,112.0,Western,2021.0
Ava Max,,Naked,F#,112.0,Western,2020.0
Katy Perry,,Act My Age,A,112.0,Western,2017.0
Grimes,,SCREAM,G,112.0,Western,2015.0
AURORA,,It Happened Quiet,G,112.0,Western,2018.0
Twenty One Pilots,,Cut My Lip,E,112.0,Western,2018.0
Ariana Grande,,I Don't Care,C,112.0,Western,2016.0
That Poppy,,Money,A#,112.0,Western,2016.0
Coldplay,,Adventure Of A Lifetime,C,112.0,Western,2015.0
Lana Del Rey,,Summertime Sadness,E,112.0,Western,2012.0
Bruno Mars,,Natalie,F,112.0,Western,2012.0
Kelly Clarkson,John Legend,Run Run Run,D#,111.98,Western,2015.0
Megan Thee Stallion,,Circles,D,111.114,Western,2020.0
Blackpink,Cardi B,Bet You Wanna,G,111.0,Western,2020.0
Ariana Grande,,Step On Up,A#,111.0,Western,2016.0
Selena Gomez,,Ring,B,111.0,Western,2020.0
Halsey,,you should be sad,D,111.0,Western,2020.0
Taylor Swift,,Afterglow,A,111.0,Western,2019.0
Ariana Grande,Missy Elliot,Borderline,F,111.0,Western,2018.0
Doja Cat,,Say So,D,111.0,Western,2019.0
My Chemical Romance,,Jet-Star And The Kobra Kid/Traffic Report,A#,111.0,Western,2010.0
Ariana Grande,,Goodnight N Go,C#,111.0,Western,2018.0
Lorde,,Buzzcut Season,G#,111.0,Western,2013.0
My Chemical Romance,,SING,G,111.0,Western,2010.0
Selena Gomez,DJ Snake,Selfish Love,D#,111.0,Western,2021.0
Rihanna,,Needed Me,A#,111.0,Western,2016.0
Selena Gomez,,Hands To Myself,D#,111.0,Western,2015.0
My Chemical Romance,,Teenagers,E,111.0,Western,2006.0
Paramore,,Tell Me How,F,111.0,Western,2017.0
Bruno Mars,,Grenade,F,110.5,Western,2010.0
Kim Petras,,I Don't Wanna Die...,C#,110.01,Western,2019.0
Sunstroke Project,,Hey Mamma,C#,110.0,Western,2017.0
Britney Spears,,I'm A Slave 4 U,D#,110.0,Western,2001.0
AURORA,,Dance On The Moon,C#,110.0,Western,2019.0
Bleachers,,Don't Take The Money,C#,110.0,Western,2017.0
Taylor Swift,,Mirrorball,D,110.0,Western,2020.0
Kygo,Valerie Broussard,The Truth,A#,110.0,Western,2020.0
Snakehips,Zayn,Cruel,F,110.0,Western,2016.0
Ke$ha,,Kinky,D,110.0,Western,2020.0
MARINA,,Can't Pin Me Down,E,110.0,Western,2015.0
Maroon 5,Wiz Khalifa,Payphone,B,110.0,Western,2012.0
Ariana Grande,Pharrell Williams,Blazed,B,110.0,Western,2018.0
Allie X,,Casanova,D,110.0,Western,2017.0
Linkin Park,,Burn It Down,F,110.0,Western,2012.0
Halsey,Lauren Jauregui,Strangers,E,110.0,Western,2017.0
David Guetta,Zara Larsson/Ariana Grande,This Ones For You,C,110.0,Western,2016.0
Sia,,Cellophane,B,110.0,Western,2014.0
Ariana Grande,,34+35,F,110.0,Western,2020.0
One Direction,,Little Things,G,110.0,Western,2012.0
MARINA,,Man's World,G#,110.0,Western,2021.0
Ariana Grande,,Greedy,F#,110.0,Western,2016.0
Dua Lipa ,,Hotter Than Hell,F#,110.0,Western,2018.0
Iggy Azalea,Anitta,Switch,D,110.0,Western,2017.0
The Weeknd,,Nothing Without You,F#,110.0,Western,2016.0
Halsey,,Now Or Never,A,110.0,Western,2017.0
Twenty One Pilots,,Pet Cheetah,A#,110.0,Western,2018.0
AURORA,,Little Boy In The Grass,A#,110.0,Western,2015.0
Justin Bieber,,Get Used To It,C,110.0,Western,2015.0
Taylor Swift,,King Of My Heart,C,110.0,Western,2017.0
Miranda Cosgrove,,Kissin' U,D#,110.0,Western,2010.0
MARINA,,I'm A Ruin,G#,110.0,Western,2015.0
Taylor Swift,,The Man,C,110.0,Western,2019.0
Selena Gomez,,Survivors,C#,110.0,Western,2015.0
Lady Gaga,,G.U.Y.,D#,110.0,Western,2014.0
Eminem,Rihanna,The Monster,E,110.0,Western,2013.0
Nicki Minaj,will.i.am,Check It Out,C#,110.0,Western,2010.0
BTS,,Butter ,G#,110.0,Western,2021.0
Adele,,Love In The Dark,C,110.0,Western,2015.0
Allie X,,Vintage,C,110.0,Western,2017.0
Kelly Clarkson,,Piece By Piece,C#,110.0,Western,2016.0
ZAYN,,BLUE,C,110.0,Western,2016.0
BTS,,Filter,C#,110.0,Western,2020.0
AURORA,,Soulless Creatures,D#,110.0,Western,2019.0
Halsey,,100 Letters,A,110.0,Western,2017.0
The Weeknd,,Secrets,C,110.0,Western,2016.0
Pentatonix,,New Year's Day,A#,110.0,Western,2015.0
Selena Gomez,,Love Will Remember,A#,110.0,Western,2013.0
Foster The People,,Houdini,D#,110.0,Western,2011.0
Melanie Martinez,,Show & Tell,G,110.0,Western,2019.0
Miley Cyrus,,Midnight Sky,G,110.0,Western,2020.0
Taylor Swift,,Treacherous,D,110.0,Western,2012.0
Maroon 5,SZA,What Lovers Do,A#,110.0,Western,2017.0
Stevie Nicks,,Edge Of Seventeen,G,110.0,Western,1981.0
Nico & Vinz,,In Your Arms,G,110.0,Western,2014.0
Panic! At The Disco,,Victorious,C#,110.0,Western,2016.0
Charlie Puth,,How Long,E,110.0,Western,2018.0
BØRNS,,Past Lives,E,110.0,Western,2015.0
Selena Gomez & The Scene,,Bang Bang Bang,C,110.0,Western,2010.0
Tove Lo,,Habits (Stay High),F,110.0,Western,2014.0
Britney Spears,,He About To Lose Me,C#,110.0,Western,2011.0
Ariana Grande,,Love Language,D#,110.0,Western,2020.0
Mura Masa,Nao,Firefly,F,110.0,Western,2016.0
Ellie Goulding,,Sixteen,G#,110.0,Western,2020.0
Katy Perry,,Bigger Than Me,A,110.0,Western,2017.0
Billie Eilish,,goodbye,A,110.0,Western,2019.0
AURORA,,Churchyard,A,110.0,Western,2018.0
Panic! At The Disco,,House Of Memories,A,110.0,Western,2016.0
Carly Rae Jepsen,,Let's Get Lost,G,110.0,Western,2015.0
Calvin Harris,"Pharrell Willams, Ariana Grande
Young Thug, Funk Wav",Heatstroke,D#,110.0,Western,2017.0
Charlie Puth,Meghan Trainor,Marvin Gaye,E,110.0,Western,2015.0
Carly Rae Jepsen,,Gimme Love,D#,110.0,Western,2015.0
Harry Styles,,Falling,E,110.0,Western,2019.0
Kim Petras,,Tell Me It's A Nightmare,G,110.0,Western,2019.0
Demi Lovato,,Melon Cake,D,110.0,Western,2021.0
Nicki Minaj,Lunchmoney Lewis,Trini Dem Girls,G#,110.0,Western,2015.0
Linkin Park,,Numb,A,110.0,Western,2003.0
Beyoncé,,Heaven,A,109.43,Western,2014.0
CupcaKKe,,Biggie Smalls,G#,109.0,Western,2017.0
Twenty One Pilots,,My Blood,G#,109.0,Western,2018.0
Kim Petras,,Turn Off The Light,D#,109.0,Western,2019.0
Nicki Minaj, ,Hell Yeah,C,109.0,Western,2012.0
The Weeknd ,,After Hours,D#,109.0,Western,2020.0
MARINA,,Solitaire,A#,109.0,Western,2015.0
Bruno Mars,,Just The Way You Are,F,109.0,Western,2010.0
Nicki Minaj,Cassie,The Boys,G#,109.0,Western,2012.0
Jessie Ware,,Step Into My Life,A#,109.0,Western,2020.0
Dua Lipa ,,No Goodbyes,C,109.0,Western,2018.0
Ellie Goulding,,Something In The Way You Move,E,109.0,Western,2015.0
Sia,,Free The Animal,F,109.0,Western,2014.0
Ariana Grande,,Be Alright,E,109.0,Western,2016.0
Niall Horan,,Nice To Meet Ya,G,109.0,Western,2020.0
Katy Perry,,Champagne Problems,F,109.0,Western,2020.0
Dua Lipa ,,Blow Your Mind (Mwah),F,109.0,Western,2018.0
Cupcakke,,Mistress,A#,109.0,Western,2016.0
Jason Derulo,Tyga,Bubblegum,A,109.0,Western,2014.0
Lana Del Rey,,Ultraviolence,F,109.0,Western,2014.0
MARINA,,Happy,F,109.0,Western,2015.0
Lana Del Rey,,Take Me To Paris (Unreleased),D#,108.5,Western,2014.0
Nicki Minaj,,Right Thru Me,C#,108.17,Western,2010.0
Avril Lavigne,,Unwanted,G,108.04,Western,2002.0
Years & Years,,Shine,E,108.0,Western,2015.0
Ed Sheeran,,Photograph,E,108.0,Western,2015.0
Alessia Cara,,Wild Things,E,108.0,Western,2015.0
Britney Spears,,Stronger,B,108.0,Western,2000.0
Ariana Grande,,Into You,A,108.0,Western,2016.0
Adele,,Set Fire To The Rain,F,108.0,Western,2012.0
Lorde,,Sober,B,108.0,Western,2017.0
Niall Horan,,New Angel,A,108.0,Western,2020.0
The 1975,,Girls,B,108.0,Western,2013.0
SOPHIE,,Ponyboy,F#,108.0,Western,2018.0
Lana Del Rey,,The Next Best American Record,A,108.0,Western,2019.0
Lorde,,Swingin Party,A#,108.0,Western,2013.0
Skylar Stecker,,How Did We,C,108.0,Western,2017.0
KARD,,Inferno,E,108.0,Western,2020.0
will.i.am,Pia Mia,Boys & Girls,D,108.0,Western,2016.0
The Weeknd,,Can't Feel My Face,C,108.0,Western,2015.0
Major Lazer,Nyla & Fuse,Light It Up (Remix),C,108.0,Western,2016.0
Taylor Swift,,Coney Island,G#,108.0,Western,2020.0
Dua Lipa,,Not My Problem,C,108.0,Western,2021.0
fun.,,Some Nights,C,108.0,Western,2012.0
Imagine Dragons,,Nothing Left To Say,C,108.0,Western,2012.0
Lana Del Rey,,The Next Best American Record,D,108.0,Western,2019.0
Allie X,,Girl Of The Year,C,108.0,Western,2018.0
